mukey,aws025wta,aws050wta,aws0100wta,aws0150wta,hydgrpdcd
50025,6.78,12.41,21.78,31.16,D
50026,6.32,10.75,18.74,26.56,D
50027,6.9,12.1,19.12,25.72,D
50028,6.0,12.0,23.42,34.42,D
50029,7.89,13.12,18.49,19.09,D
50030,5.41,7.72,9.42,10.97,D
50031,4.83,7.32,11.15,14.0,C
50032,5.08,6.89,8.31,9.56,D
50033,4.24,5.51,6.69,7.66,D
50034,4.55,5.93,7.52,8.92,D
50035,4.36,5.69,6.43,7.06,D
50036,4.42,5.73,6.33,6.83,D
50037,4.31,5.48,5.54,5.54,D
50038,6.73,11.49,13.91,13.91,D
50039,6.73,11.49,13.91,13.91,D
50040,3.08,3.99,4.45,4.45,C
50041,3.9,5.3,5.82,5.82,C
50042,3.9,5.3,5.82,5.82,C
50043,8.04,15.73,19.89,19.89,D
50044,4.84,6.71,9.05,11.4,A
50045,4.72,6.56,8.81,11.08,A
50046,2.28,6.37,10.59,13.79,D
50047,5.57,9.53,12.44,12.44,C
50048,4.77,6.67,8.2,9.67,D
50049,7.55,11.47,13.79,16.12,D
50050,7.75,11.91,13.13,13.73,D
50051,7.75,11.91,13.13,13.73,D
50052,8.59,13.65,16.09,16.09,D
50053,6.78,13.21,16.37,18.62,D
50054,6.3,9.03,10.32,10.62,D
50055,6.09,9.65,10.24,10.24,D
50056,6.95,14.62,28.19,41.69,C
50057,6.67,12.09,16.54,16.54,D
50058,8.57,13.87,17.48,19.73,D
50059,6.98,12.09,18.52,24.52,D
50060,1.6,1.74,1.94,2.14,C
50061,4.24,5.51,6.69,7.66,D
50062,4.63,5.96,7.01,7.93,D
50063,4.52,6.08,6.87,7.5,D
50064,4.57,6.11,6.77,7.27,D
50065,6.73,11.49,13.86,13.86,D
50066,8.04,15.73,19.89,19.89,D
50067,5.57,9.53,12.44,12.44,C
50068,4.77,6.67,8.2,9.67,D
50069,6.41,8.74,9.0,9.23,D
50070,6.27,8.5,8.86,9.16,D
50071,6.03,8.85,9.15,9.2,D
50072,5.72,10.66,15.89,15.89,C
50073,4.72,6.79,9.65,12.4,C
50074,5.17,9.59,14.49,14.49,C
50075,4.1,5.76,8.25,10.73,C
50076,6.85,11.02,19.28,27.53,D
50077,8.37,14.85,20.74,21.94,D
50078,5.86,8.86,12.7,15.85,C
50079,7.14,11.21,12.16,12.16,D
50080,6.41,8.74,9.0,9.23,D
50081,6.06,9.38,9.63,9.63,D
50082,6.27,8.5,8.86,9.16,D
50083,6.05,8.87,9.15,9.18,D
50084,7.95,13.16,18.88,19.83,D
50085,4.83,7.32,11.15,14.0,C
50086,5.08,6.89,8.31,9.56,D
50087,4.99,6.64,8.01,9.26,D
50088,4.24,5.51,6.69,7.66,D
50089,4.63,5.96,7.01,7.93,D
50090,4.52,6.08,6.87,7.5,D
50091,4.57,6.11,6.77,7.27,D
50092,4.97,6.51,6.63,6.63,D
50093,6.76,11.69,14.18,14.18,D
50094,6.76,11.69,14.18,14.18,D
50095,4.09,5.74,8.05,10.35,C
50096,5.08,7.3,9.13,10.96,C
50097,6.85,11.02,19.28,27.53,D
50098,7.75,11.91,13.13,13.73,D
50099,5.66,8.58,12.88,16.98,C
50100,8.68,13.85,16.31,16.31,D
50101,4.94,7.14,9.85,12.18,C
50102,4.88,7.05,9.03,10.48,C
50103,5.15,8.64,14.75,19.55,D
50104,4.88,7.75,10.34,12.59,C
50105,6.13,10.12,12.43,14.4,B
50106,6.13,10.12,12.43,14.4,B
50107,7.75,11.91,13.13,13.73,D
50108,8.68,13.85,16.31,16.31,D
50109,5.45,8.51,11.84,15.12,C
50110,6.35,8.05,11.4,14.75,D
50111,5.71,9.64,12.94,14.89,B
50112,5.76,9.68,12.86,14.86,B
50113,6.71,11.92,20.22,28.42,D
50114,6.11,7.59,9.96,12.26,C
50115,10.81,19.08,33.79,48.5,A/D
50116,4.27,7.25,11.64,14.56,B
50117,1.6,1.74,1.94,2.14,C
50118,4.76,6.56,9.02,11.27,C
50119,5.15,8.64,14.75,19.55,D
50120,5.32,8.52,13.73,18.83,B
50121,5.14,9.38,14.21,16.18,B
50122,6.33,10.27,12.41,14.38,B
50123,5.91,9.79,12.92,14.87,B
50124,5.69,10.46,18.97,27.35,B
50125,6.23,12.45,14.75,16.4,D
50126,5.42,10.17,19.67,29.17,
50127,5.36,8.77,14.42,19.97,B
50128,5.29,8.35,13.26,18.06,B
50129,4.85,7.43,8.63,9.58,D
50130,4.89,6.75,8.85,10.97,A
50131,6.41,9.97,13.73,15.88,D
50132,7.55,11.47,13.79,16.12,D
50133,8.03,15.32,27.52,39.72,D
50134,6.94,11.06,18.78,26.01,D
50135,7.75,11.91,13.13,13.73,D
50136,4.85,7.67,10.19,12.64,A/D
50137,8.68,13.85,16.31,16.31,D
50138,7.15,15.42,31.17,46.92,C
50139,6.57,12.18,21.63,31.08,D
50140,6.63,12.67,23.55,34.39,D
50141,6.39,10.89,18.99,26.82,D
50142,6.23,12.45,23.61,34.41,D
50143,6.23,12.45,23.71,32.35,D
50144,5.15,8.64,14.75,19.55,D
50145,11.25,22.5,43.02,62.98,A/D
50146,2.75,3.28,4.08,4.88,C
50147,1.6,1.74,1.94,2.14,C
50148,5.91,11.43,22.45,31.44,D
50149,6.9,13.8,23.74,31.15,D
50150,4.98,7.28,7.6,7.6,D
50151,6.23,12.45,23.71,32.35,D
50152,7.61,14.04,16.54,16.54,D
50153,5.15,8.64,14.75,19.55,D
50156,4.49,7.65,13.9,20.15,D
50157,5.2,6.22,8.22,10.22,A/D
50158,4.05,6.51,11.26,16.01,D
50159,4.85,8.6,16.1,23.6,D
50160,,,,,
50161,5.78,6.79,7.91,9.0,D
50162,3.28,4.3,6.27,8.02,A
50164,,,,,
50165,,,,,
50226,7.24,14.72,23.87,26.82,B
50227,7.2,14.66,23.78,26.72,B
50229,7.24,14.69,23.78,26.67,B
50231,6.47,11.96,19.04,21.89,B
50233,7.9,15.65,31.1,39.93,B
50234,7.9,15.65,31.1,39.93,B
50235,7.9,15.65,31.1,39.93,B
50236,7.9,15.65,31.1,39.93,B
50237,7.9,15.65,31.1,45.86,B
50239,7.9,15.65,31.1,45.86,B
50240,7.9,15.65,31.06,45.54,B
50241,7.67,15.17,28.05,34.76,B
50242,7.25,12.95,20.42,26.34,B
50243,7.2,12.56,19.53,25.04,B
50244,8.52,15.68,19.08,22.48,D
50245,6.09,6.48,7.17,7.25,D
50246,3.78,4.04,4.05,4.05,B
50247,6.26,8.36,9.58,10.21,B
50248,5.28,6.35,6.85,6.95,B
50250,3.4,3.4,3.4,3.4,B
50251,3.57,3.57,3.57,3.57,B
50252,6.42,9.2,14.5,19.66,B
50253,6.41,9.2,14.54,19.74,B
50254,6.43,9.28,14.64,19.78,B
50255,6.42,9.2,14.5,19.66,B
50256,5.52,7.38,10.86,14.2,A
50257,6.53,10.89,15.63,17.52,A
50258,6.2,11.5,18.98,24.26,D
50259,6.62,13.35,20.42,22.59,B
50260,6.66,13.27,19.64,21.08,B
50261,8.03,15.09,20.67,26.06,B
50262,8.03,15.09,20.67,26.06,B
50263,7.98,14.95,20.56,25.89,B
50264,7.97,14.96,20.58,26.02,B
50265,7.56,14.13,20.2,25.53,B
50266,7.46,13.94,20.1,25.43,B
50267,7.23,12.07,19.29,26.37,B
50268,7.17,11.81,19.06,26.31,B
50269,7.18,11.93,19.18,26.27,B
50270,4.46,9.33,11.73,13.19,D
50271,8.29,16.22,23.2,23.75,D
50272,8.29,16.22,23.2,23.75,D
50273,7.51,14.33,20.95,26.23,B
50274,7.71,14.76,21.67,27.17,B
50275,7.72,14.79,21.7,27.2,B
50276,7.36,14.08,21.17,26.67,B
50277,7.18,14.61,17.16,19.06,B
50278,7.18,14.61,17.16,19.06,B
50279,7.18,14.61,17.16,19.06,B
50280,7.11,13.41,25.8,38.06,B
50281,7.3,9.05,10.68,12.09,A
50282,7.3,9.05,10.68,12.09,A
50283,7.3,9.05,10.68,12.09,A
50284,7.35,9.05,10.63,12.07,A
50285,7.0,9.1,11.92,14.53,A
50286,6.8,9.01,12.42,15.68,A
50287,6.86,8.6,10.68,12.62,A
50288,6.44,8.26,10.76,13.05,A
50289,5.08,7.68,9.87,11.37,B
50290,4.49,5.45,7.02,8.52,A
50291,4.41,5.36,7.04,8.54,A
50292,5.02,7.51,9.98,11.75,A
50293,5.35,9.83,18.44,22.35,D
50294,7.76,15.17,20.89,22.36,B
50295,7.63,14.89,20.49,21.93,B
50296,7.75,15.1,20.78,22.25,B
50297,7.76,15.17,20.89,22.36,B
50298,7.6,13.67,18.2,19.26,B
50299,5.54,7.36,10.68,13.68,A
50300,1.5,1.5,1.5,1.5,
50301,6.8,12.98,17.84,19.76,B
50302,6.87,13.13,18.06,19.99,B
50303,6.81,13.11,18.07,19.99,B
50304,6.87,13.13,18.06,19.99,B
50305,6.92,11.72,15.29,16.6,B
50306,6.97,13.6,19.58,21.8,B
50307,7.08,13.95,20.46,22.83,B
50308,7.18,14.22,21.43,24.05,B
50309,4.47,6.12,9.42,12.72,
50310,7.83,15.04,18.7,21.88,C
50311,5.39,7.68,10.16,11.18,D
50312,3.69,6.94,11.46,13.24,D
50313,3.14,4.73,5.54,6.21,D
50314,7.74,14.32,16.42,18.2,D
50315,5.03,9.02,16.77,20.42,B
50316,5.07,8.58,15.59,21.95,C
50317,5.18,8.75,14.53,18.4,C
50318,8.46,15.85,19.29,22.72,B
50319,8.07,16.49,20.93,24.36,B
50320,8.5,16.37,20.38,23.81,B
50321,8.48,16.41,20.37,23.8,B
50322,7.62,14.88,17.6,20.08,B
50323,8.27,15.94,19.01,21.56,B
50324,7.81,16.14,20.42,23.91,B
50325,7.52,15.23,19.51,22.99,B
50326,2.8,2.8,2.8,2.8,
50327,7.69,15.68,25.43,28.86,B
50328,7.69,15.68,25.43,28.86,B
50329,7.69,15.68,25.49,28.92,B
50331,7.63,15.24,23.05,26.54,B
50332,7.64,15.26,23.06,26.52,B
50333,6.71,14.65,19.65,23.01,B
50334,6.59,7.95,8.03,8.1,D
50335,5.3,5.3,5.3,5.3,D
50336,7.78,15.3,29.71,36.18,B
50337,7.84,15.43,27.17,35.1,B
50338,7.85,15.46,27.27,35.26,B
50339,7.78,15.3,28.97,36.68,B
50340,7.79,15.31,29.24,37.2,B
50341,7.8,15.33,26.74,34.62,B
50342,7.8,15.33,26.74,34.62,B
50343,7.84,15.59,29.18,30.68,B
50344,7.65,15.17,28.42,29.87,B
50345,7.84,15.59,29.1,30.6,B
50346,4.82,9.57,17.9,23.18,B
50347,4.74,9.51,17.84,23.06,B
50348,5.18,9.67,17.35,22.54,B
50349,5.07,8.86,15.53,20.09,B
50350,5.57,10.41,18.37,24.18,B
50592,4.3,7.7,10.56,10.56,
50601,4.52,6.39,8.76,10.84,A
50602,4.23,7.46,7.93,8.4,D
50603,4.32,7.44,10.38,13.23,D
50605,4.01,5.42,8.24,10.85,B
50606,4.57,7.83,8.75,9.25,D
50609,1.97,2.1,2.34,2.58,B
50611,3.28,4.09,5.69,7.21,C
50613,1.64,2.71,4.29,5.84,C
50614,5.27,8.76,12.28,13.78,D
50615,3.84,7.22,11.58,13.31,D
50616,3.8,7.11,11.86,13.54,D
50617,3.93,7.42,12.35,14.73,D
50618,4.65,8.34,14.12,16.06,C
50619,3.93,7.45,11.37,13.42,C
50620,4.37,8.07,14.82,19.72,B
50621,4.31,7.93,12.25,13.68,C
50622,3.65,6.8,10.62,12.04,C
50623,4.43,8.17,14.46,18.41,D
50624,3.78,5.02,7.5,9.98,A
50625,7.91,10.66,13.68,13.99,D
50626,4.18,6.9,11.37,15.51,B
50627,8.22,11.09,14.05,14.05,D
50628,6.4,11.73,18.94,19.38,D
50629,6.06,9.94,17.41,22.75,D
50630,4.46,8.44,15.88,22.79,B
50631,4.46,8.44,15.88,22.79,B
50632,7.33,11.31,18.75,22.72,D
50633,4.18,6.9,11.37,15.51,B
50635,7.82,15.4,22.35,23.26,D
50636,8.21,15.04,21.96,23.0,D
50637,8.45,16.71,26.82,33.91,D
50638,8.11,16.22,23.15,23.23,D
50640,5.16,8.88,16.01,22.92,B
50641,6.12,7.16,8.16,9.16,D
50642,4.46,8.45,15.31,18.8,B
50643,3.62,6.0,10.01,12.01,B
50644,6.24,12.65,15.69,18.04,B
50645,3.33,5.36,8.79,10.69,C
50646,7.83,14.15,19.88,21.59,D
50647,7.6,11.92,15.24,15.62,D
50648,6.82,11.0,16.23,19.38,D
50649,7.51,11.8,14.99,15.07,D
50650,6.57,10.54,14.65,15.43,D
50652,4.21,7.65,11.82,12.8,C
50653,4.21,7.65,11.82,12.8,C
50654,4.73,8.61,14.42,14.7,C
50655,4.19,7.02,9.88,12.63,B
50656,6.3,10.45,13.56,14.91,D
50658,6.38,10.43,14.04,14.87,D
50659,8.46,16.72,20.78,21.17,D
50665,5.35,9.56,16.99,24.12,D
50666,5.93,9.68,16.98,22.3,B
50667,5.29,9.41,16.88,24.15,D
50668,8.47,14.07,17.7,18.14,D
50669,5.2,9.19,16.69,24.19,
50670,4.89,8.01,9.55,10.75,
50671,5.16,6.37,8.45,10.45,A
50672,5.16,6.37,8.45,10.45,A
50673,3.49,5.88,9.62,10.15,B
50674,4.02,5.49,7.52,9.42,A
50675,3.57,4.57,6.57,8.57,A
50676,6.83,8.07,9.86,11.49,A
50677,6.83,8.07,9.86,11.49,A
50678,7.31,10.85,17.28,18.85,A
50679,6.45,9.25,12.42,14.32,A
50680,7.39,15.18,23.69,28.32,B
50681,7.39,15.16,23.51,27.89,B
50682,7.39,15.16,23.51,27.89,B
50683,7.44,15.25,24.41,29.31,B
50684,7.62,15.79,26.75,33.05,B
50685,7.52,15.39,25.16,30.8,D
50686,7.42,15.17,24.88,30.05,B
50687,7.52,15.39,24.68,28.84,B
50688,7.46,15.24,24.01,28.04,B
50689,7.23,14.52,20.92,24.23,B
50690,7.12,14.19,20.03,23.19,B
50691,7.21,14.47,20.6,23.76,B
50692,7.11,14.24,20.11,23.14,B
50693,8.23,16.88,33.5,46.69,D
50694,6.4,11.43,19.91,26.66,B
50695,6.71,12.61,21.06,27.12,B
50696,6.65,12.38,20.83,27.01,B
50697,6.38,11.37,19.16,25.41,B
50698,6.34,11.21,19.66,26.5,B
50699,5.45,9.92,15.94,20.66,B
50700,2.5,3.98,5.2,5.24,
50701,2.97,4.87,6.96,7.81,
50702,2.5,3.98,5.2,5.24,
50703,7.78,16.02,29.31,36.31,B
50704,7.78,16.02,29.31,36.31,B
50705,7.95,15.48,29.4,30.98,B
50706,7.95,15.48,29.4,30.98,B
50707,6.92,13.37,15.14,15.71,D
50708,6.88,13.31,15.15,15.77,D
50709,6.88,13.31,15.15,15.77,D
50710,5.28,10.55,17.55,20.05,D
50711,6.49,9.8,13.03,15.4,D
50712,6.7,13.3,18.04,20.54,
50953,7.11,10.18,14.11,14.21,D
50954,4.07,5.79,8.59,11.38,D
50956,7.81,11.43,16.52,19.02,D
50957,3.95,6.37,10.14,13.9,B
50958,3.5,6.0,11.0,16.0,B
50959,6.18,8.69,12.13,15.57,B
50960,7.68,12.07,15.54,18.98,B
50961,4.12,6.64,10.41,14.19,B
50962,3.92,5.93,9.96,13.99,B
50963,8.41,11.23,11.23,11.23,D
50964,4.06,5.28,7.22,9.16,A
50966,3.34,5.84,10.84,15.84,B
50967,3.7,6.2,8.4,8.4,B
50968,6.43,9.07,14.07,19.07,B
50970,8.45,12.97,18.03,21.28,C
50971,6.95,10.17,11.67,13.11,D
50972,8.38,14.25,15.6,15.6,D
50976,8.42,14.9,18.44,18.44,D
50977,8.5,16.8,21.41,21.41,D
50978,8.45,14.33,15.72,15.72,D
50979,5.89,9.89,14.91,17.91,B
50980,8.41,13.43,14.29,14.29,D
50981,8.47,14.86,15.72,15.72,D
50983,8.39,12.29,12.98,12.98,D
50984,,,,,
50985,4.13,7.13,13.13,18.38,C
50986,3.05,6.05,11.24,14.21,B
50987,4.54,7.59,12.59,16.59,C
50988,3.72,6.72,12.0,14.47,B
50989,4.65,7.72,12.38,16.86,C
50990,5.76,7.65,9.53,11.42,A
50991,3.79,6.51,11.96,17.4,B
50992,2.74,5.24,10.24,15.24,B
50993,4.28,7.02,10.73,13.38,C
50994,3.19,4.69,7.69,10.69,A
50995,4.14,6.64,10.11,11.02,B
50996,8.34,13.36,18.36,23.36,C
50997,7.38,10.53,12.64,13.95,D
50998,8.74,13.02,14.14,14.14,D
50999,5.22,8.13,10.1,11.47,B
51001,6.12,8.54,10.58,12.15,A
51002,5.2,6.45,7.95,9.45,A
51003,6.24,8.96,11.77,14.18,B
51004,4.13,6.63,10.07,10.96,B
51006,4.52,5.56,7.06,8.56,A
51007,5.49,8.0,11.67,14.34,D
51008,6.57,9.09,12.53,15.97,B
51009,4.86,7.36,12.36,17.36,B
51010,7.66,10.2,11.97,13.2,D
51011,6.17,8.11,9.34,10.09,D
51012,7.73,13.92,18.48,20.57,C
51014,4.34,6.03,7.81,9.22,A
51015,3.85,5.05,7.45,9.85,A
51016,4.64,7.14,11.28,15.02,C
51017,3.31,4.81,7.81,10.81,A
51018,7.62,12.8,15.58,16.6,D
51019,4.42,7.59,12.46,14.55,B
51020,4.37,7.39,10.51,10.51,B
51021,5.79,8.9,11.69,12.41,D
51022,3.99,6.98,11.72,12.62,B
51023,5.87,8.87,14.75,15.65,D
51024,7.3,9.98,10.33,10.68,D
51025,5.45,7.68,9.14,10.48,B
51026,6.27,9.07,10.31,11.47,B
51027,7.02,10.48,11.41,12.08,D
51028,6.24,9.45,12.27,13.33,D
51030,8.63,13.99,14.69,14.69,D
51031,8.72,14.02,14.83,14.83,D
51032,8.63,13.93,16.28,16.28,D
51034,3.78,5.94,8.73,11.51,B
51035,8.68,14.48,16.57,16.57,D
51036,8.61,15.06,16.98,16.98,D
51037,7.18,11.21,13.81,14.81,D
51038,8.56,13.57,14.29,14.29,D
51042,4.49,8.73,23.66,35.49,D
51043,3.75,9.16,14.63,18.67,D
51044,3.75,7.94,10.54,10.54,D
51045,3.87,9.12,9.12,9.12,D
51046,3.87,9.12,9.12,9.12,D
51047,3.93,7.5,7.5,7.5,D
51048,4.94,10.44,13.3,13.3,D
51049,3.75,8.94,10.21,10.21,D
51050,4.85,9.94,19.13,26.97,B
51051,4.83,10.08,20.58,24.6,B
51052,4.37,8.62,12.44,14.94,B
51053,3.79,4.79,6.79,8.79,A
51054,6.21,11.22,13.36,14.86,B
51055,4.8,10.3,10.96,10.96,D
51056,4.8,10.3,10.96,10.96,D
51057,4.8,10.3,10.96,10.96,D
51058,4.59,10.09,21.09,32.09,B
51059,4.59,10.09,21.09,32.09,B
51060,4.77,10.02,20.52,31.02,B
51061,4.77,10.02,20.52,31.02,B
51062,4.77,10.02,20.52,31.02,B
51063,4.77,10.02,20.52,31.02,B
51064,4.77,10.02,20.52,31.02,B
51066,4.95,10.2,15.39,15.39,B
51067,4.95,10.2,15.39,15.39,B
51068,4.95,10.2,15.39,15.39,B
51069,4.95,10.2,15.39,15.39,B
51072,4.83,7.32,7.32,7.32,D
51073,4.83,7.32,7.32,7.32,D
51074,4.83,7.32,7.32,7.32,D
51075,4.83,7.32,7.32,7.32,D
51076,5.9,11.4,20.0,25.0,B
51077,5.9,11.4,20.0,25.0,B
51078,3.75,8.31,9.03,9.03,D
51079,3.75,8.31,9.03,9.03,D
51080,4.77,9.54,16.12,18.62,B
51081,6.18,11.71,21.23,30.07,D
51082,7.27,12.63,19.79,25.7,D
51083,4.91,10.26,17.62,23.79,B
51084,8.04,13.54,20.03,25.4,D
51085,4.89,10.14,20.64,31.14,B
51086,7.52,12.76,23.26,33.76,D
51087,6.06,11.45,20.18,26.71,B
51088,6.05,11.43,20.21,26.85,B
51089,4.77,9.44,16.67,19.44,D
51090,5.9,11.4,20.0,25.0,B
51091,4.44,9.84,10.24,10.24,D
51092,3.81,9.49,9.49,9.49,D
51093,4.64,9.81,12.61,12.61,D
51094,4.85,7.83,12.16,14.21,B
51095,4.59,9.33,16.42,19.66,B
51096,4.69,10.19,16.36,22.23,B
51097,4.69,10.19,16.32,22.15,B
51098,4.87,8.29,10.04,10.04,D
51099,4.82,9.79,17.98,23.78,B
51100,,,,,
51101,,,,,
51102,,,,,
51103,3.25,6.5,14.92,25.42,B
51104,,,,,
51105,5.89,10.66,23.15,34.31,D
51107,3.75,9.9,9.9,9.9,D
51108,4.96,9.71,18.91,20.91,D
51109,4.8,10.3,10.96,10.96,D
51110,4.59,10.09,21.09,32.09,B
51111,4.59,10.09,21.09,32.09,B
51113,4.14,7.13,10.24,12.55,B
51115,4.83,10.08,18.71,25.5,B
51116,5.13,10.38,20.88,27.63,B
51117,,,,,
51118,4.69,10.19,16.32,22.15,B
51120,,,,,
51121,,,,,
51123,4.91,9.3,12.87,12.87,B
51124,4.89,8.79,11.44,11.44,B
51125,4.95,10.2,15.39,15.39,B
51127,4.17,6.95,6.95,6.95,D
51128,4.16,6.82,6.82,6.82,D
51129,4.83,7.32,7.32,7.32,D
51136,4.02,5.22,5.22,5.22,D
51139,4.02,5.22,5.22,5.22,D
51223,4.58,6.09,9.1,12.11,D
51224,1.45,2.7,5.2,7.7,A
51225,4.1,9.25,15.91,18.36,B
51226,1.95,3.2,5.7,8.2,D
51227,6.67,8.47,14.68,20.22,C
51228,8.94,17.08,29.72,42.72,D
51229,1.81,2.81,4.13,5.27,B
51230,2.56,4.06,9.96,14.76,C
51231,3.55,6.16,11.11,11.73,B
51232,7.25,11.33,16.83,20.93,B
51233,3.84,7.41,17.76,24.96,B
51234,5.5,7.29,9.79,12.29,A
51235,5.49,9.65,15.31,20.35,B
51236,6.68,11.63,18.09,20.96,C
51237,4.46,7.45,11.64,11.64,B
51238,4.2,7.95,15.1,22.1,B
51239,1.82,3.07,5.57,7.72,B
51240,4.2,7.95,15.1,22.1,B
51241,5.1,10.84,24.2,27.4,B
51242,8.14,16.64,22.22,22.7,B
51243,6.49,11.5,19.29,19.29,C
51244,7.2,14.6,23.1,23.1,B
51245,2.94,6.19,12.69,14.39,B
51246,11.5,22.0,22.0,22.0,D
51247,4.84,8.29,10.54,10.54,C
51249,5.2,8.76,10.09,10.09,D
51250,9.04,17.54,34.54,38.96,B
51251,4.31,8.3,8.82,8.82,D
51252,2.8,4.5,7.5,8.1,A
51253,3.48,7.34,8.54,8.54,A
51254,,,,,
51255,,,,,
51256,,,,,
51257,,,,,
51258,,,,,
51259,,,,,
51260,,,,,
51261,,,,,
51434,8.5,17.0,34.0,51.0,D
51528,8.43,13.65,22.18,28.53,B
51614,,,,,
51615,4.91,6.74,9.96,13.18,B
51616,7.48,10.5,11.01,11.52,D
51617,7.48,10.5,11.01,11.52,D
51618,7.48,10.5,11.01,11.52,D
51619,7.49,10.57,11.25,11.93,D
51620,5.25,9.84,15.88,20.25,B
51621,5.38,9.75,15.42,19.56,B
51622,5.27,9.81,15.75,20.07,B
51623,5.38,9.75,15.42,19.56,B
51624,5.19,9.75,18.72,25.87,B
51625,5.27,9.71,18.38,25.24,B
51626,5.21,9.73,18.62,25.73,B
51627,5.27,9.71,18.38,25.24,B
51628,5.19,9.37,16.02,22.67,B
51629,5.27,9.33,15.77,22.21,B
51630,5.27,9.33,15.77,22.21,B
51631,5.27,9.33,15.77,22.21,B
51632,6.7,10.0,10.25,10.39,D
51633,5.25,9.78,15.28,20.68,B
51634,0.75,1.5,3.0,4.5,A
51635,6.56,13.26,26.49,39.72,D
51636,6.88,14.15,28.4,42.65,D
51637,0.75,1.5,3.0,4.5,A
51638,8.42,11.05,12.64,13.36,D
51639,8.4,11.1,12.13,12.7,D
51640,8.09,11.11,12.19,12.76,D
51641,,,,,
51642,5.64,9.55,12.05,14.55,B
51643,5.71,9.85,12.35,14.85,B
51644,5.71,9.85,12.35,14.85,B
51645,5.71,9.85,12.35,14.85,B
51646,8.1,11.66,13.1,13.79,D
51647,8.0,11.58,13.26,14.21,D
51648,8.01,11.85,14.33,16.13,D
51649,8.1,11.66,13.1,13.79,D
51650,8.06,11.7,13.5,14.58,D
51651,8.49,12.62,15.27,15.98,D
51652,3.59,5.74,9.88,14.02,B
51653,3.68,5.8,9.85,13.9,B
51654,3.41,5.61,9.93,14.25,B
51655,3.68,5.8,9.85,13.9,B
51656,3.68,5.8,9.85,13.9,B
51657,3.91,5.96,9.79,13.61,B
51658,7.68,11.34,13.22,14.65,D
51659,3.73,5.84,10.48,15.3,B
51660,4.25,6.99,12.33,17.67,B
51661,8.36,13.58,16.65,17.05,D
51662,4.06,7.21,10.52,12.97,B
51663,4.11,6.35,8.75,11.15,B
51664,3.41,5.9,9.07,11.71,B
51665,7.95,12.35,13.64,14.55,D
51666,7.95,12.35,13.64,14.55,D
51667,7.88,11.94,14.89,15.99,D
51668,4.85,8.34,15.24,22.14,B
51669,4.85,8.34,15.24,22.14,B
51670,7.03,11.2,16.3,20.25,D
51671,2.7,4.2,7.2,10.2,A
51672,4.65,5.47,7.04,8.61,A
51673,4.66,5.46,7.01,8.55,A
51674,2.67,4.17,7.17,10.17,A
51675,5.85,11.29,20.1,26.73,B
51676,5.65,11.05,18.2,23.68,B
51677,7.38,12.7,14.52,15.32,C
51678,5.16,9.09,16.95,24.81,B
51679,4.83,8.1,14.55,21.0,B
51680,4.05,7.21,13.4,19.59,B
51681,4.09,7.36,13.81,20.26,B
51682,7.29,10.45,10.81,11.05,D
51683,7.66,11.41,12.8,14.07,D
51684,5.96,9.71,16.87,24.02,B
51685,4.83,8.1,14.55,21.0,B
51686,4.78,7.95,14.14,20.33,B
51687,7.45,10.75,11.42,11.72,D
51688,8.28,16.52,22.42,22.61,D
51689,,,,,
51690,5.2,9.58,18.34,24.39,D
51691,3.55,5.97,10.8,14.56,D
51692,,,,,
51693,4.64,5.86,8.31,10.76,D
51694,2.52,2.79,2.92,3.04,D
51695,4.25,5.05,5.05,5.05,D
51696,3.96,5.91,8.49,9.75,C
51697,8.53,17.04,34.04,44.8,D
51698,6.88,10.82,14.09,17.09,D
51699,2.84,3.93,6.12,8.03,C
51700,3.27,4.64,7.04,9.43,B
51701,3.27,4.64,7.04,9.43,B
51702,3.27,4.64,7.04,9.43,B
51703,4.69,6.22,8.72,11.22,D
51704,4.6,6.48,8.45,9.86,B
51705,4.6,6.48,8.45,9.86,B
51706,4.62,6.5,8.37,9.65,B
51707,5.12,6.56,6.96,7.31,D
51708,4.85,6.3,6.66,6.97,D
51709,5.01,6.47,6.83,7.14,D
51710,4.94,6.59,8.97,11.24,B
51711,2.67,3.18,4.08,4.99,A
51712,2.73,3.25,4.2,5.14,A
51713,,,,,
51714,5.33,6.71,7.27,7.77,
51715,5.26,6.6,7.23,7.79,
51716,5.17,6.48,7.18,7.81,
51717,2.91,3.26,3.75,4.19,
51718,3.68,4.46,4.46,4.46,
51719,3.73,5.06,5.97,5.97,
51720,,,,,
51721,,,,,
51722,5.92,10.46,19.54,25.56,C
51723,4.66,6.34,6.86,6.86,D
51724,4.64,6.27,6.7,6.7,D
51725,4.63,6.24,6.61,6.61,D
51726,4.56,6.01,6.15,6.15,D
51727,4.56,6.0,6.14,6.14,D
51728,4.56,5.99,6.12,6.12,D
51729,3.72,4.85,5.29,5.29,D
51730,4.62,6.39,7.63,8.4,D
51731,4.78,8.97,17.37,21.42,C
51732,4.12,5.28,6.39,6.72,D
51733,4.23,5.38,7.68,9.98,A
51734,4.23,5.38,7.68,9.98,A
51735,5.57,8.13,11.1,13.95,A
51736,,,,,
51737,4.51,8.81,16.75,24.53,B
51738,4.51,8.81,16.75,24.53,B
51739,5.5,11.0,22.0,33.0,
51740,4.14,5.58,5.58,5.58,D
51741,4.14,5.58,5.58,5.58,D
51742,4.29,6.26,7.08,7.64,D
51743,4.88,10.05,19.63,28.87,B
51744,4.88,10.05,19.63,28.87,B
