mukey,aws025wta,aws050wta,aws0100wta,aws0150wta,hydgrpdcd
3268654,5.25,9.62,17.44,24.94,C
3268655,5.25,9.62,17.44,24.94,C
3268656,5.25,9.62,17.44,24.94,C
3268657,4.72,8.09,11.95,14.45,D
3268658,4.71,8.66,14.15,17.6,D
3268659,9.98,19.98,39.77,59.35,A/D
3268660,5.5,10.44,15.84,17.34,B/D
3268661,5.75,10.18,15.32,22.58,B/D
3268662,5.75,11.5,21.56,28.82,B/D
3268663,,,,,
3268664,5.25,9.26,11.76,14.26,B
3268665,4.51,8.35,14.16,19.15,C
3268666,4.37,8.13,14.07,19.06,C
3268667,4.49,8.19,13.9,18.93,C
3268668,,,,,
3268669,5.75,10.1,18.24,26.74,C/D
3268670,4.5,8.34,12.96,14.46,B/D
3268671,5.25,9.25,14.78,21.44,B/D
3268672,5.73,10.5,18.17,23.17,B
3268673,5.32,10.02,17.48,22.51,B
3268674,4.94,9.19,18.0,27.0,B
3268675,4.94,9.19,18.0,27.0,B
3268676,4.94,9.19,18.0,27.0,B
3268677,5.0,8.75,15.21,20.71,B
3268678,5.0,8.75,15.21,20.71,B
3268679,5.0,8.75,15.21,20.71,B
3268680,4.94,9.19,18.0,27.0,B
3268681,4.94,9.19,18.0,27.0,B
3268682,3.25,6.68,14.54,24.04,C/D
3268683,5.15,8.56,14.5,19.06,C
3268684,5.15,8.41,13.94,18.5,C
3268685,5.23,9.49,15.32,19.8,C
3268686,5.16,8.41,13.72,18.2,C
3268687,5.25,8.57,14.19,18.67,C
3268688,5.13,8.4,13.72,18.2,C
3268689,5.23,9.13,14.7,19.18,C
3268690,4.09,7.1,11.85,16.26,C
3268691,4.63,7.62,13.02,17.5,D
3268692,5.7,10.38,18.14,24.97,B/D
3268693,10.0,20.0,32.59,41.41,C/D
3268694,4.65,7.57,9.07,10.57,B/D
3268695,5.25,9.25,16.92,23.42,C/D
3268696,10.0,20.0,31.16,38.16,C/D
3268697,9.31,19.09,33.38,41.47,B/D
3268698,5.8,11.53,22.58,30.43,B/D
3268699,5.75,11.23,21.23,29.36,B
3268700,,,,,
3268701,,,,,
3268702,5.73,11.21,21.47,30.95,B/D
3268703,,,,,
3268704,5.75,11.02,20.52,28.06,B
3268705,5.66,10.51,19.58,26.59,B
3268706,,,,,
3268707,,,,,
3268708,5.75,11.5,21.73,31.73,C/D
3268709,5.1,8.6,17.05,26.55,C
3268710,5.1,8.6,17.05,26.55,C
3268711,5.1,8.6,17.05,26.55,C
3268712,5.75,10.42,17.58,25.08,C
3268713,5.75,10.42,17.58,25.08,C
3268714,5.74,10.17,14.34,15.85,B/D
3268715,5.75,10.0,15.38,21.7,B/D
3268716,3.96,8.46,16.57,23.46,B
3268717,4.3,8.8,17.8,25.08,B
3268718,5.0,9.4,16.1,21.1,C
3268719,5.0,9.4,16.1,21.1,C
3268720,4.73,8.67,15.44,20.89,C
3268721,4.73,8.48,15.24,20.7,C
3268722,4.64,8.38,15.13,20.61,C
3268723,,,,,
3268724,4.73,9.23,26.81,46.81,B/D
3268725,5.45,10.44,16.21,17.71,B
3268726,5.5,10.22,16.47,17.97,B
3268727,5.25,9.75,15.87,22.71,B
3268728,5.5,10.44,17.73,19.23,B
3268729,5.5,10.32,15.72,17.22,B
3268730,3.55,7.3,10.48,11.98,A/D
3268731,3.6,7.6,12.0,17.88,B/D
3268732,,,,,
3268733,5.75,11.5,22.22,32.72,B/D
3268734,5.0,9.4,16.9,24.4,B/D
3268735,5.64,10.43,19.06,26.11,C
3268736,5.75,10.83,19.92,28.81,C
3268737,5.69,10.69,19.85,28.85,C
3268738,10.0,20.0,35.84,44.89,B/D
3268739,4.0,8.0,16.0,24.0,
3268740,4.22,7.85,14.32,20.23,C/D
3268741,3.75,7.5,16.24,25.74,C/D
3268742,5.26,9.41,18.12,27.53,C/D
3268743,5.26,9.06,17.77,27.19,C/D
3268744,5.63,9.48,17.56,26.06,C/D
3268745,5.2,9.2,15.17,19.67,C/D
3268746,2.7,5.7,9.36,10.86,A
3268747,2.84,5.78,9.54,11.11,A
3268748,3.54,7.3,10.61,12.11,B
3268749,3.68,6.74,8.24,9.74,B
3268750,3.63,6.69,8.19,9.69,B
3268751,5.1,7.83,9.33,10.83,B
3268752,4.7,7.43,8.93,10.43,B
3268753,4.54,7.27,8.77,10.27,B
3268754,4.54,6.72,8.22,9.72,B
3268755,4.8,8.33,12.76,17.26,B
3268756,4.78,8.24,12.17,16.17,B
3268757,4.06,6.28,7.91,9.46,B
3268758,3.8,5.72,7.22,8.72,B
3268759,3.79,5.65,7.15,8.65,B
3268760,,,,,
3268761,5.78,11.18,19.88,27.39,C/D
3268762,5.5,10.0,16.15,22.15,C/D
3268763,4.25,8.64,17.17,25.67,B/D
3268764,5.4,9.87,14.77,16.33,B
3268765,5.75,10.7,20.14,25.42,B/D
3268766,4.75,8.23,15.16,19.89,C/D
3268767,5.5,9.5,15.82,20.32,C/D
3268768,4.65,7.92,9.42,10.92,B
3268769,3.87,8.03,14.09,15.59,C
3268770,3.96,8.09,13.84,15.34,C
3268771,5.17,9.32,16.53,18.03,C
3268772,4.97,9.15,16.44,17.97,C
3268773,4.76,8.93,14.36,15.86,C
3268774,5.0,9.12,14.0,19.37,B
3268775,5.0,9.12,14.0,19.37,B
3268776,5.18,9.25,14.89,17.66,B
3268777,4.98,8.94,14.34,17.11,B
3268778,3.85,6.02,9.52,13.02,A/D
3268779,3.8,5.8,9.8,16.2,A/D
3268780,5.26,9.21,15.99,22.0,B
3268781,5.11,8.86,15.28,21.26,B
3268782,3.5,7.66,15.48,22.98,C
3268783,5.25,9.62,17.44,24.94,C
3268784,5.25,9.62,17.44,24.94,C
3268785,5.25,9.62,17.44,24.94,C
3268786,5.19,9.08,14.9,18.47,D
3268787,4.72,8.09,11.95,14.45,D
3268788,4.71,8.66,14.15,17.6,D
3268789,9.98,19.98,39.77,59.35,A/D
3268790,5.5,10.44,15.84,17.34,B/D
3268791,5.75,10.18,15.32,22.58,B/D
3268792,5.73,10.83,19.56,19.99,C
3268793,5.75,11.5,21.56,28.82,B/D
3268794,,,,,
3268795,5.25,9.26,11.76,14.26,B
3268796,9.98,19.98,32.14,42.69,C/D
3268797,,,,,
3268798,,,,,
3268799,,,,,
3268800,5.1,8.6,17.05,26.55,C
3268801,4.73,9.23,26.81,46.81,B/D
3268802,5.75,11.5,22.22,32.72,B/D
3268803,3.55,7.3,10.48,11.98,A/D
3268804,,,,,
3268805,5.75,10.1,18.24,26.74,C/D
3268806,4.5,8.34,12.96,14.46,B/D
3268807,5.25,9.25,14.78,21.44,B/D
3268808,3.25,6.68,14.54,24.04,C/D
3268809,5.7,10.38,18.14,24.97,B/D
3268810,10.0,20.0,32.59,41.41,C/D
3268811,4.65,7.57,9.07,10.57,B/D
3268812,5.25,9.25,16.92,23.42,C/D
3268813,10.0,20.0,31.16,38.16,C/D
3268814,,,,,
3268815,,,,,
3268816,,,,,
3268817,5.75,11.5,21.73,31.73,C/D
3268818,5.1,8.6,17.05,26.55,C
3268819,5.1,8.6,17.05,26.55,C
3268820,5.75,10.42,17.58,25.08,C
3268821,5.75,10.42,17.58,25.08,C
3268822,5.75,10.0,15.38,21.7,B/D
3268823,4.3,8.8,17.8,25.08,B
3268824,5.0,9.4,16.1,21.1,C
3268825,5.0,9.4,16.1,21.1,C
3268826,,,,,
3268827,5.25,9.75,15.87,22.71,B
3268828,5.25,9.75,15.87,22.71,B
3268829,3.6,7.6,12.0,17.88,B/D
3270030,4.43,8.72,17.22,25.72,C/D
3270835,2.96,5.77,9.56,11.59,B
3270836,2.53,4.76,7.1,7.75,C
3270837,4.99,9.95,19.76,30.66,C
3270838,3.26,6.37,10.78,14.26,C
3270839,2.29,3.51,4.49,4.79,D
3270840,3.18,6.12,8.81,11.12,D
3270841,2.5,4.32,6.07,6.07,C
3270842,2.24,4.32,7.0,9.47,D
3270843,2.61,5.23,10.39,15.46,D
3270846,2.61,5.23,10.39,15.46,D
3270847,2.49,4.99,9.99,14.99,D
3270848,3.14,6.28,12.25,17.77,D
3270849,3.13,5.05,7.51,10.88,B
3270850,3.5,6.4,10.6,13.6,C
3270851,2.62,4.46,5.42,5.67,D
3270852,2.86,4.07,5.39,6.33,D
3270853,2.66,3.82,4.53,4.67,D
3270854,3.05,5.17,6.58,6.94,D
3270855,2.75,4.99,8.55,12.05,C
3270856,2.61,5.02,7.1,7.1,D
3270857,3.03,4.76,5.76,5.76,D
3270858,3.16,5.91,8.19,8.29,C
3270859,2.73,4.99,9.05,14.3,C
3270860,3.78,5.16,5.55,5.55,D
3270861,2.91,4.72,6.93,9.08,C
3270862,3.16,6.08,6.75,6.75,D
3270863,2.54,4.56,8.09,11.42,C
3270864,5.0,9.22,16.8,24.45,C
3270865,2.03,3.02,4.91,6.06,A
3270866,2.5,4.87,4.87,4.91,D
3270867,3.89,5.62,6.22,6.31,D
3270868,3.75,5.14,5.46,5.46,D
3270869,3.6,5.43,6.48,6.79,D
3270870,2.59,4.67,8.19,12.16,C
3270871,3.39,7.15,15.81,24.42,C
3270872,2.75,5.22,7.56,9.49,C
3270873,2.53,4.77,5.87,6.51,D
3270874,3.46,5.25,5.9,5.9,D
3270875,3.49,4.91,5.15,5.15,D
3270876,2.81,4.96,7.63,9.17,C
3270877,3.24,5.39,7.14,8.3,D
3270878,2.38,4.41,7.56,10.52,C
3270879,5.25,8.43,9.15,9.15,D
3270880,1.47,2.84,5.34,8.16,C
3270881,3.25,4.77,4.97,4.97,D
3270882,2.68,4.03,4.17,4.17,D
3270883,2.82,4.28,6.38,7.25,B
3270884,2.65,4.8,5.34,5.34,D
3270885,2.56,5.13,9.03,10.5,C/D
3270886,2.9,4.22,4.22,4.22,D
3270887,4.06,7.82,14.44,21.68,C
3270888,2.71,5.12,8.26,8.38,C
3270889,3.24,6.38,8.84,10.35,C
3270890,2.35,4.48,6.2,6.62,B
3270891,3.31,6.48,10.62,12.45,B
3270892,4.06,7.82,14.44,21.68,C
3270893,4.62,9.09,17.73,25.87,C/D
3270894,2.31,4.23,7.1,8.45,B
3270895,3.31,6.48,10.62,12.45,B
3270896,3.28,5.81,6.55,6.92,D
3270897,4.06,7.82,14.44,21.68,C
3270898,2.29,3.51,4.49,4.79,D
3270899,2.75,4.39,5.9,6.26,D
3270900,3.01,5.6,8.96,9.92,D
3270901,2.98,4.97,6.01,6.42,D
3270902,2.64,4.9,7.33,8.01,D
3270903,2.71,4.07,5.38,5.64,D
3270904,2.31,4.23,7.1,8.45,B
3270905,2.67,4.78,7.07,8.08,C
3270906,2.52,4.64,6.32,6.84,C
3270907,3.31,6.48,10.62,12.45,B
3270908,2.24,4.32,7.0,9.47,D
3270909,2.96,5.77,9.56,11.59,B
3270910,3.43,6.73,11.44,14.62,B
3270911,2.76,4.93,7.1,8.02,C
3270912,2.76,4.73,6.18,6.55,C
3270913,4.29,7.99,13.06,17.27,B
3270914,2.12,3.91,6.8,8.02,B
3270915,5.11,10.22,20.35,31.68,C
3270916,2.69,3.89,4.82,4.93,D
3270917,3.2,6.32,8.54,9.77,D
3270918,3.16,6.09,11.25,13.95,C
3270919,3.57,7.1,11.68,14.75,B
3270920,4.67,9.23,18.14,26.93,C/D
3270921,4.29,7.99,13.06,17.27,B
3270922,3.2,6.32,8.54,9.77,D
3270923,2.12,3.91,6.8,8.02,B
3270924,2.36,4.22,6.39,6.39,C
3270925,2.58,4.6,6.71,7.79,C
3270926,3.4,6.69,10.94,12.97,B
3270927,3.16,6.09,11.25,13.95,C
3270928,2.2,3.54,5.99,5.99,D
3270929,3.69,6.77,12.34,16.44,C
3270930,5.25,8.43,9.15,9.15,D
3270931,3.23,6.04,6.48,6.48,D
3270932,3.54,5.86,8.36,10.37,B
3270933,3.92,6.89,11.99,16.74,D
3270934,2.56,5.13,8.29,10.17,B
3270935,3.06,5.01,6.09,6.09,D
3270936,2.61,3.29,3.9,3.9,D
3270937,4.65,8.26,14.76,20.05,D
3270938,2.78,4.68,4.98,4.98,C
3270939,3.7,5.87,7.42,7.42,D
3270940,3.46,6.12,11.09,14.42,D
3270941,4.56,7.29,7.93,7.93,D
3270942,4.97,8.57,12.02,12.5,D
3270943,3.25,6.1,8.58,8.58,C
3270944,2.89,4.69,6.88,8.96,C
3270945,3.05,5.96,6.62,6.62,D
3270946,5.38,8.75,12.46,13.26,D
3270947,4.38,7.03,12.36,16.27,C/D
3270948,,,,,
3270949,3.21,6.23,10.59,10.89,D
3270950,3.47,6.29,7.9,9.26,D
3270958,2.61,5.23,10.39,15.46,D
3271037,2.19,3.78,6.9,10.13,B
3271038,2.8,5.11,10.4,15.37,B
3271039,1.77,3.2,5.91,8.74,A
3271040,3.12,6.18,12.65,19.11,B
3271042,1.77,1.91,1.91,1.91,D
3271043,1.0,1.39,1.46,1.54,D
3271044,1.88,2.36,2.36,2.36,D
3271045,1.72,1.8,1.92,2.05,D
3271046,1.68,2.24,2.27,2.3,D
3271047,1.69,2.28,2.28,2.28,D
3271048,2.97,5.89,11.4,16.15,A
3271049,2.62,5.11,6.66,8.98,D
3271050,1.51,1.99,2.64,2.9,D
3271051,1.24,2.48,4.98,7.37,A
3271052,2.82,5.34,10.34,15.32,D
3271053,2.54,4.91,7.36,8.9,A
3271055,2.45,4.21,4.21,4.21,D
3271056,1.5,1.91,2.02,2.06,D
3271057,2.23,4.34,8.03,9.08,B
3271058,0.94,1.55,1.64,1.68,B
3271059,1.65,2.77,3.47,3.47,C
3271060,3.76,7.5,14.73,21.84,C
3271061,1.21,1.61,1.62,1.62,D
3271063,1.55,2.62,5.11,7.94,A
3272030,3.58,6.25,10.59,15.53,C/D
3272031,3.58,6.75,12.57,17.43,C/D
3272032,3.31,6.57,13.39,18.22,C/D
3272033,5.48,11.17,21.26,28.26,C
3272034,5.95,11.88,23.8,32.13,C
3272035,5.48,11.17,21.26,28.26,C
3272036,3.06,6.14,12.96,18.4,B
3272037,1.95,3.79,7.51,12.77,A
3272038,2.93,5.59,10.91,16.24,A
3272039,5.48,11.17,21.26,28.26,C
3272040,3.31,6.57,13.39,18.22,C/D
3272041,3.35,7.35,15.35,23.35,C
3272042,3.03,6.48,13.95,21.03,C
3272043,3.25,7.5,16.0,24.5,C/D
3272044,3.69,7.21,11.66,13.12,C
3272045,3.18,6.68,13.68,20.68,D
3272046,3.4,7.06,14.69,20.28,C
3272431,5.52,10.94,18.49,25.46,C/D
3272432,5.38,9.22,16.47,24.57,C/D
3272433,5.53,10.96,18.0,23.69,C/D
3272434,5.45,10.18,17.64,24.79,C/D
3272674,5.44,9.82,17.44,24.94,C/D
3272675,5.28,9.28,16.68,24.64,C/D
3272676,5.05,8.85,15.25,21.84,C/D
3272677,5.52,10.93,17.89,23.46,C/D
3272678,5.53,10.96,18.0,23.69,C/D
3272679,5.53,10.69,17.71,23.36,C/D
3272680,5.45,10.18,17.64,24.79,C/D
3272681,5.37,9.16,16.28,24.23,C/D
3272682,5.38,9.22,16.47,24.57,C/D
3272683,5.33,9.03,16.28,24.38,C/D
3272684,5.52,10.94,18.49,25.46,C/D
3272685,5.37,9.16,16.28,24.23,C/D
3272686,5.33,9.03,16.28,24.38,C/D
3272687,5.52,10.94,18.49,25.46,C/D
3272688,5.52,10.93,17.89,23.46,C/D
3272689,5.53,10.96,18.0,23.69,C/D
3272690,5.68,10.78,19.02,24.08,C
3272691,5.64,10.73,18.97,24.03,C
3272692,5.64,10.73,18.97,24.03,C
3272693,5.05,10.09,15.99,21.05,C
3272722,5.68,10.78,19.02,24.08,C
3272723,5.64,10.73,18.97,24.03,C
3272724,5.64,10.73,18.97,24.03,C
3272725,5.68,10.78,19.02,24.08,C
3272726,5.64,10.73,18.97,24.03,C
3272727,5.05,10.09,15.99,21.05,C
3272728,5.68,10.78,19.02,24.08,C
3272729,5.64,10.73,18.97,24.03,C
3272730,5.05,10.09,15.99,21.05,C
3272731,5.68,10.78,19.02,24.08,C
3272732,5.05,10.09,15.99,21.05,C
3272733,5.68,10.78,19.02,24.08,C
3272734,5.64,10.73,18.97,24.03,C
3272735,5.64,10.73,18.97,24.03,C
3272736,5.05,10.09,15.99,21.05,C
3291271,5.26,10.11,16.71,17.85,C/D
3291272,4.35,8.15,15.4,22.02,C/D
3291273,5.48,9.92,17.29,23.61,C/D
3291274,4.5,8.11,14.24,18.91,C
3291276,5.75,10.64,18.44,23.5,B/D
3291277,5.25,9.84,17.32,22.32,C
3291278,4.68,9.26,18.31,27.1,B/D
3291279,5.24,9.75,17.57,24.36,B/D
3291280,5.54,10.12,17.43,22.13,B/D
3291281,5.43,10.35,18.48,25.19,B/D
3291282,5.52,10.48,19.48,28.39,B/D
3291283,5.75,10.8,19.44,26.44,
3291284,5.27,9.35,15.97,18.36,C
3291285,5.25,10.06,17.01,19.73,C/D
3291286,5.1,9.93,18.86,26.77,B/D
3291287,5.32,9.4,15.54,16.84,C/D
3291288,5.35,9.38,15.73,17.03,C/D
3291289,5.32,9.23,15.16,16.54,
3291290,5.28,9.43,16.67,21.54,C/D
3291291,5.35,9.75,18.18,26.3,B/D
3291292,5.25,10.02,17.08,20.33,
3291293,4.25,7.51,9.58,11.08,C
3291294,5.25,9.3,15.34,16.84,B
3291297,5.26,9.46,15.21,16.63,C/D
3291298,5.41,10.39,20.15,29.69,A/D
3291299,4.77,8.61,13.81,15.75,B
3291300,5.11,8.61,13.33,16.83,C
3291301,3.89,7.46,12.63,13.75,C
3291302,4.27,7.79,13.8,19.6,C
3291303,5.52,10.47,19.53,28.29,B/D
3291304,5.45,10.16,18.41,22.51,B/D
3291323,5.25,9.9,18.14,25.14,B
3291324,5.24,9.75,17.57,24.36,B/D
3291326,4.68,9.26,18.31,27.1,B/D
3291328,5.54,10.12,17.43,22.13,B/D
3291329,,,,,
3291330,5.26,9.21,14.99,16.59,C
3291331,5.21,9.61,17.16,23.33,B/D
3291332,5.27,9.98,18.99,26.03,B/D
3291333,5.35,9.38,15.73,17.03,C/D
3291334,5.51,10.45,19.43,26.46,B/D
3291335,4.93,8.32,13.25,16.38,B
3291336,4.95,8.52,14.44,15.79,C
3291337,5.63,10.34,19.09,26.42,B/D
3291338,4.68,9.26,18.31,27.1,B/D
3291339,5.24,9.75,17.57,24.36,B/D
3291340,5.48,10.13,18.68,23.23,B/D
3291342,4.45,9.79,16.13,18.72,B
3291343,4.24,8.41,13.27,15.61,B
3291345,5.29,10.02,19.33,28.93,B
3291346,3.86,7.38,12.45,13.45,C
3291347,4.05,5.1,6.6,8.1,C
3291348,4.93,8.32,13.25,16.38,B
3291349,5.25,9.9,14.58,14.58,B
3291350,4.79,8.19,13.0,16.43,B
3291351,5.34,10.19,18.54,23.18,B
3291352,4.4,7.9,11.71,13.21,B
3291353,,,,,
3291355,3.92,7.45,12.54,13.6,C
3291356,5.28,9.43,16.67,21.54,C/D
3291357,5.35,9.38,15.73,17.03,C/D
3291359,5.26,10.11,16.71,17.85,C/D
3291360,4.68,9.26,18.31,27.1,B/D
3291361,5.24,9.75,17.57,24.36,B/D
3291362,5.1,9.93,18.86,26.77,B/D
3291363,5.27,9.35,15.97,18.36,C
3291364,5.59,10.58,19.22,26.55,B/D
3291365,5.51,10.45,19.43,26.46,B/D
3291367,5.25,9.48,16.98,23.34,B/D
3291368,5.26,9.21,14.99,16.59,C
3291370,5.34,10.19,18.54,23.18,B
3291371,5.27,9.98,18.99,26.03,B/D
3291372,3.86,7.38,12.45,13.45,C
3291373,3.92,7.45,12.54,13.6,C
3291374,5.43,10.21,18.26,22.5,B
3291375,4.9,8.4,14.74,16.24,B
3291376,5.16,8.73,15.34,18.04,B
3291378,4.25,7.51,9.56,11.06,C
3291380,9.5,19.0,35.47,42.97,C/D
3291399,3.81,7.85,16.55,26.5,C/D
3292030,2.08,3.22,3.94,4.49,
3292031,3.04,3.72,4.58,4.96,A
3292032,1.52,1.99,2.58,2.78,
3292033,1.08,1.35,1.69,1.91,
3292034,8.25,15.56,19.06,21.36,A/D
3292035,8.57,13.56,17.92,22.41,B/D
3292036,1.53,2.02,3.39,4.59,A/D
3292037,1.08,1.35,1.69,1.91,
3292038,3.42,5.11,5.81,6.3,
3292039,0.15,0.21,0.26,0.26,
3292040,3.13,4.62,6.9,8.63,B
3292041,3.29,4.55,6.33,8.02,A
3292042,3.62,5.26,6.95,8.64,
3292043,3.34,4.36,5.94,7.53,A
3292044,3.04,3.72,4.58,4.96,A
3292045,1.7,2.36,2.97,3.43,
3292046,,,,,
3293142,4.88,9.57,12.81,13.32,C
3293149,4.72,9.01,17.45,18.24,C
3293153,4.61,8.22,13.75,14.65,C
3293154,4.61,8.22,13.75,14.65,C
3294030,2.68,4.91,7.05,7.76,B
3294031,2.62,4.9,8.76,11.95,C
3294032,0.88,1.3,1.89,3.12,C
3294033,2.25,3.5,5.5,7.5,D
3294034,3.01,4.29,6.25,7.62,C
3294035,2.5,3.67,4.8,6.23,C
3294036,3.06,5.62,10.02,14.38,C
3294037,2.71,4.62,7.86,11.62,C
3294038,1.98,3.3,5.89,9.41,C
3294039,1.92,3.57,7.02,10.62,B
3294040,2.87,4.13,6.19,8.37,A
3294041,4.53,8.6,15.05,20.48,D
3294042,2.85,4.81,8.49,12.09,B
3294043,1.87,2.85,4.27,6.87,C
3294044,3.15,5.5,9.54,12.76,B
3294045,2.41,4.33,7.13,8.78,C
3294046,3.18,6.23,11.48,13.9,B
3294047,1.55,2.46,4.34,5.21,D
3294048,2.43,4.64,8.68,13.11,C
3294049,2.93,4.34,7.41,11.06,B
3294050,1.93,4.02,6.53,8.79,C
3294051,2.79,5.12,9.66,12.85,C
3294052,2.0,3.81,6.06,7.58,B
3294053,2.5,4.46,6.57,8.29,C
3294054,1.45,2.77,5.44,8.45,D
3294055,2.3,3.76,6.81,10.03,B
3294056,1.5,2.8,5.07,7.07,C
3294057,2.37,4.23,7.22,10.23,B
3294058,2.7,4.69,8.3,11.42,C
3294059,2.67,4.74,8.17,10.72,B
3294060,2.28,4.78,9.25,13.41,C
3294061,4.23,8.4,16.77,25.08,B
3294432,2.14,5.78,14.9,24.45,C/D
3294445,2.09,4.09,8.09,12.09,C
3294446,2.09,4.09,8.09,12.09,C
3294447,2.09,4.09,8.09,12.09,C
3294448,2.09,4.09,8.09,12.09,C
3294449,2.09,4.09,8.09,12.09,C
3294450,2.09,4.09,8.09,12.09,C
3294451,1.35,1.85,2.85,3.85,C
3294452,1.35,1.85,2.85,3.85,C
3294453,1.63,2.6,4.55,6.5,D
3294454,1.63,2.6,4.55,6.5,D
3294455,1.63,2.6,4.55,6.5,D
3294456,2.09,4.09,8.09,12.09,C
3294457,2.09,4.09,8.09,12.09,C
3294458,2.09,4.09,8.09,12.09,C
3294459,1.63,2.6,4.55,6.5,D
3294460,1.63,2.6,4.55,6.5,D
3294461,1.63,2.6,4.55,6.5,D
3295636,3.33,4.45,6.76,8.22,B
3295637,3.35,5.01,7.05,8.21,B
3295638,3.15,4.49,6.35,7.44,B
3295639,3.15,4.49,6.35,7.44,B
3295648,3.32,6.62,14.54,19.48,B/D
3295649,4.31,8.61,17.3,25.57,C
3295650,4.38,8.74,17.2,23.07,C
3295651,3.26,6.66,14.65,22.69,C
3295652,3.42,6.66,11.36,14.63,B
3295655,,,,,
3295656,,,,,
3295660,4.51,9.26,18.76,27.91,C
3295661,3.09,4.35,5.05,5.05,D
3295663,2.82,4.58,6.82,8.62,D
3295664,2.95,5.38,9.81,14.01,C
3295665,3.1,6.17,12.93,19.93,C
3295666,4.03,7.46,13.66,20.58,C
3295667,4.05,7.48,14.1,23.49,C
3295668,2.58,5.13,10.33,16.91,D
3295669,2.92,6.17,12.43,18.43,C
3295670,3.51,6.46,12.57,20.54,C
3295671,2.8,5.69,10.11,15.0,C
3295672,3.2,6.45,12.82,18.84,C
3295673,2.33,4.88,9.27,13.27,A
3295674,3.42,6.45,12.65,18.85,B
3295675,2.61,4.58,6.64,6.64,D
3295676,1.25,2.5,4.97,6.69,B
3295677,2.89,5.74,11.23,17.33,C
3295678,3.64,6.41,9.61,9.61,D
3295679,,,,,
3295680,4.2,7.95,13.29,13.29,D
3295681,2.77,4.39,5.35,5.35,D
3295682,3.47,5.97,8.1,8.1,D
3295683,3.95,8.02,16.43,24.72,C
3295684,2.7,5.72,12.18,17.12,C
3295685,4.51,9.26,18.76,27.91,C
3295686,3.09,4.35,5.05,5.05,D
3295687,2.59,4.93,9.14,13.03,B
3295688,2.82,4.58,6.82,8.62,D
3295689,2.95,5.38,9.81,14.01,C
3295690,4.03,7.46,13.66,20.58,C
3295691,4.05,7.48,14.1,23.49,C
3295692,2.58,5.13,10.33,16.91,D
3295693,2.92,6.17,12.43,18.43,C
3295694,3.1,6.17,12.93,19.93,C
3295695,3.51,6.46,12.57,20.54,C
3295696,2.8,5.69,10.11,15.0,C
3295697,3.2,6.45,12.82,18.84,C
3295698,2.33,4.88,9.27,13.27,A
3295699,3.42,6.45,12.65,18.85,B
3295700,2.61,4.58,6.64,6.64,D
3295701,1.25,2.5,4.97,6.69,B
3295702,2.89,5.74,11.23,17.33,C
3295703,3.64,6.41,9.61,9.61,D
3295704,,,,,
3295705,4.2,7.95,13.29,13.29,D
3295706,2.77,4.39,5.35,5.35,D
3295707,3.47,5.97,8.1,8.1,D
3295708,3.95,8.02,16.43,24.72,C
3295765,3.09,4.35,5.05,5.05,D
3295767,2.82,4.58,6.82,8.62,D
3295768,2.95,5.38,9.81,14.01,C
3295769,4.03,7.46,13.66,20.58,C
3295770,4.05,7.48,14.1,23.49,C
3295771,3.1,6.17,12.93,19.93,C
3295772,2.92,6.17,12.43,18.43,C
3295773,2.8,5.69,10.11,15.0,C
3295774,3.2,6.45,12.82,18.84,C
3295775,2.33,4.88,9.27,13.27,A
3295776,3.64,6.41,9.61,9.61,D
3295777,4.2,7.95,13.29,13.29,D
3295778,3.47,5.97,8.1,8.1,D
3295779,3.95,8.02,16.43,24.72,C
3295780,4.75,9.5,18.76,20.92,C
3295782,4.51,9.26,18.76,27.91,C
3295783,3.09,4.35,5.05,5.05,D
3295784,2.59,4.93,9.14,13.03,B
3295785,2.82,4.58,6.82,8.62,D
3295786,2.95,5.38,9.81,14.01,C
3295787,3.1,6.17,12.93,19.93,C
3295788,2.92,6.17,12.43,18.43,C
3295789,3.51,6.46,12.57,20.54,C
3295790,2.8,5.69,10.11,15.0,C
3295791,3.2,6.45,12.82,18.84,C
3295792,2.33,4.88,9.27,13.27,A
3295793,3.42,6.45,12.65,18.85,B
3295794,2.61,4.58,6.64,6.64,D
3295795,3.64,6.41,9.61,9.61,D
3295796,4.2,7.95,13.29,13.29,D
3295797,2.77,4.39,5.35,5.35,D
3295798,3.47,5.97,8.1,8.1,D
3295799,3.95,8.02,16.43,24.72,C
3295804,2.89,5.74,11.23,17.33,C
3295805,3.42,6.45,12.65,18.85,B
3295810,2.05,4.79,9.79,16.14,D
3295813,4.51,9.26,18.76,27.91,C
3295814,3.09,4.35,5.05,5.05,D
3295815,2.59,4.93,9.14,13.03,B
3295816,2.82,4.58,6.82,8.62,D
3295817,2.95,5.38,9.81,14.01,C
3295818,4.03,7.46,13.66,20.58,C
3295819,4.05,7.48,14.1,23.49,C
3295820,3.1,6.17,12.93,19.93,C
3295821,2.58,5.13,10.33,16.91,D
3295822,2.92,6.17,12.43,18.43,C
3295823,3.51,6.46,12.57,20.54,C
3295824,2.8,5.69,10.11,15.0,C
3295825,3.2,6.45,12.82,18.84,C
3295826,2.33,4.88,9.27,13.27,A
3295827,3.42,6.45,12.65,18.85,B
3295828,1.25,2.5,4.97,6.69,B
3295829,2.89,5.74,11.23,17.33,C
3295830,,,,,
3295831,2.61,4.58,6.64,6.64,D
3295832,4.2,7.95,13.29,13.29,D
3295833,3.18,5.1,5.1,5.1,D
